Location ID,Parent Location ID,Location Name,Location Type,Accessibility,Intersection,TTC Information,District,Street No,Street No Suffix,Street Name,Street Type,Street Direction,Postal Code,Description
60,60,MCCORMICK PARK,park,,Sheridan Ave & Frankish Ave,,Toronto East York,66,,SHERIDAN,AVE,,,"This 1.5 hectare park near Dundas Street West and Dufferin Street features a ball diamond, two basketball courts, a wading pool and a children's playground. On the north edge of the park can be found Mary McCormick Recreation Centre and indoor pool as well as the McCormick Arena."
61,61,GLENLAKE SQUARE,park,,Glenlake Ave & Glendonwynne Rd,,Etobicoke York,516,,GLENLAKE,AVE,,,
62,62,MCGILL PARKETTE,park,,Yonge St & Gerrard St E,,Toronto East York,415,,YONGE,ST,,,
63,177,JOHN INNES COMMUNITY RECREATION CENTRE,crc,Fully Accessible,Sherbourne St & Shuter St,Travel to Queen Station.  Board the 501 Queen and travel to Sherbourne.  Walk north to 150 Sherbourne St.,Toronto East York,150,,SHERBOURNE,ST,,M5A 2R6,"John Innes Community Recreation Centre is located in the Moss Park Neighbourhood of downtown Toronto. It offers a wide variety of programs for all age groups.
<br><br>
This location is a <a href=""/wps/portal/contentonly?vgnextoid=aaafdada600f0410VgnVCM10000071d60f89RCRD&vgnextchannel=a96adada600f0410VgnVCM10000071d60f89RCRD#location"">community centre where programs are free</a>."
65,65,NEIL MCLELLAN PARK,park,,Beresford Ave & Bloor St W,,Etobicoke York,263,,BERESFORD,AVE,,,
67,67,JONATHAN ASHBRIDGE PARK,park,,Queen St E & Woodward Ave,,Waterfront,1515,,QUEEN,ST,E,,"A 1.1 hectare park west of Coxwell Avenue that connects Queen Street East and Eastern Avenue. The park features two outdoor tennis courts, a wading pool and a children's playground."
68,68,GRACE - COLLEGE PARKETTE,park,,Grace St & College St,,Toronto East York,,,GRACE,ST,,,
69,69,S.A.D.R.A. PARK,park,,Old Weston Rd & Rockwell Ave,,Etobicoke York,455,,OLD WESTON,RD,,,
70,70,GREENWOOD PARK,park,,,Travel to Greenwood Station.  Board the 31 Bus south to Gerrard Street East.    Walk west on Gerrard to Alton Ave.   Turn left onto Alton Ave and walk south to Greenwood Park.,Toronto East York,150,,GREENWOOD,AVE,,,"This 6.2 hectare park lies on Greenwood Avenue north of Dundas Street East. It features two lit ball diamonds, a multipurpose sports field, a dog off-leash area, a community garden, a splash pad and a children's playground. The Greenwood Park outdoor pool is located at the north end of the park.
<br><br>
Greenwood Park Outdoor Pool features a 35 <abbr title=""Metres"" alt=""Metres"">m</abbr> shallow pool which is approximately 2 <abbr title=""Metres"" alt=""Metres"">m</abbr> at the deep end. There is a large pool deck with a raised seating area on the north side.
<br><br>
<b>Special Feature:</b><br>
Greenwood Park has the City's first covered outdoor artificial ice rink. It is available in winter for skating, and used for ball hockey in the summer. There is also a pleasure ice skating trail located beside the ice rink, one of four skating trails found within the City of Toronto."
71,71,SIR CASIMIR GZOWSKI PARK,park,,Lake Shore Blvd W & Windermere Ave,,Etobicoke York,2001,,LAKE SHORE,BLVD,W,,"Sunnyside's western section, from the Humber River to west of the Bathing Pavilion is named in honour of Casimir Gzowski, a pioneer engineer in the building of railways in Canada. The park houses a monument built in the 1960s that has displays of his personal history. The park contains a children's playground and picnicking areas, a food concession stand and a storm water catchment pond. At the western end of Gzowski Park is the Queen Elizabeth Way Monument, relocated from its location between the east and west lanes of the then Queen Elizabeth Way, which had its starting point from the Humber River. The monument was relocated to the park and rededicated by Queen Elizabeth in 1989. The park is now the site of another relocation, a Joy Oil heritage gas station from the 1930s. It has been moved from its original location north of Lake Shore Boulevard to the south side at the intersection with Ellis Avenue."
72,72,FRED HAMILTON PLAYGROUND,park,,,,Toronto East York,155,,ROXTON,RD,,,"A 1.6 hectare park near College Street and Ossington Avenue featuring two outdoor bocce courts, a volleyball court, outdoor fitness equipment, picnic areas, a wading pool and a children's playground with many mature trees throughout."
73,73,ART EGGLETON PARK,park,,Harbord St & Grace St,,Toronto East York,323,,HARBORD,ST,,,A park on Harbord Street near Grace Avenue featuring a splash pad and a children's playground. The park is named after Toronto's longest serving mayor.
74,74,HARBOUR SQUARE PARK LANDS,park,,Queens Quay W & Bay St,"509 Harbourfront or 510 Spadina streetcar from Union Station south, or  Bay Bus #6 southbound from Front and Bay, to Bay and Queen's Quay stop. Entrance to ferry docks is south side of the street, west of the Westin Harbour Castle hotel.",Waterfront,25,,QUEENS QUAY,,W,,"Located next to the Toronto Ferry Docks, Harbour Square Park Lands offers downtown folks a spot to sit and watch the ferries travel back and forth to the island. This park is the perfect spot to sit and wait for your friends before catching the ferry to the island. It's also a great spot for a picnic lunch in the middle of a long work day."
75,75,HIDEAWAY PARK,park,,Audley Ave & Pape Ave,,Toronto East York,23,,AUDLEY,AVE,,,"This small park features a dog off-leash area, a paved small multi-use pad, a wading pool and a children's playground."
76,76,THE TOLLKEEPER'S PARK,park,,Davenport Rd & Bathurst St,,Toronto East York,750,,DAVENPORT,RD,,,"The Tollkeeper's Park (formerly Davenport Square Park) is on the north-west corner of Davenport Road and Bathurst Street. The park surrounds the Tollkeeper's Cottage, the oldest such structure surviving anywhere in Canada. Between the Humber and Don Rivers, Davenport Road had five tollgates. Tollgate #3, which included a cottage to house the tollgate keeper and his family, was at Davenport Road and Bathurst Street (then known as Cruikshank's Lane). Today, the cottage is not far from its original location, which would be in the middle of the intersection of Davenport Road and Bathurst Street."
77,77,HIGH PARK,park,,,Travel to High Park Station. Exit the East Side of High Park Station and continue east to High Park Ave. Walk south to Bloor St. West and cross over the intersection at the lights into the park.,Etobicoke York,1873,,BLOOR,ST,W,,"This large, centrally located park is a jewel in Toronto's park system. High Park combines extensive natural areas with maintained parkland, recreational facilities and popular attractions for a unique urban park experience that can be enjoyed year-round. Recognized as one of the most significant natural sites within the City of Toronto, over one-third of the park remains in a natural state. High Park is home to many species of wildlife and contains an outstanding concentration of rare plant species. 
<br><br>
<strong>Special Features</strong><br>
WILDLIFE - Listed as a top spot to see birds and butterflies in the City of Toronto's <a href=""http://www1.toronto.ca/wps/portal/contentonly?vgnextoid=766a036318061410VgnVCM10000071d60f89RCRD&vgnextfmt=default"">Biodiversity Series booklets</a>."
78,78,JUNE ROWLANDS PARK,park,,Davisville Ave & Mount Pleasant Rd,,Toronto East York,220,,DAVISVILLE,AVE,,,"This 2.6 hectare park can be found at the corner of Davisville Avenue and Mount Pleasant Road. The park features a ball diamond, six tennis courts, a volleyball court, a splash pad and children's playground."
79,79,HILLCREST PARK,park,,Davenport Rd & Hector Ave,,Toronto East York,950,,DAVENPORT,RD,,,"A 2.1 hectare park at Davenport Road and Christie Street that features a ball diamond, a dog off-leash area, a basketball court, four lit outdoor tennis courts, a community garden, a wading pool and a children's playground. From its perch atop the Davenport escarpment at the south perimeter of the Davenport neighbourhood, Hillcrest Park offers a spectacular view of the city skyline and Lake Ontario. There is street parking around the neighbourhood."
80,80,HILLINGDON - WOODROW PARKETTE,park,,Woodrow Ave & Hillingdon Ave,,Toronto East York,64,,WOODROW,AVE,,,
81,81,De Grassi St Parkette  (also known as Degrassi Street Park),park,,,,Toronto East York,125,,DE GRASSI,ST,,,
82,82,HILLSDALE AVENUE PARKETTE,park,,Hillsdale Ave E & Yonge St,,Toronto East York,32,,HILLSDALE,AVE,E,,
84,84,KEELE COMMUNITY CENTRE,crc,Partially Accessible,Glenlake Ave & Keele St,Travel to Keele Station.  Exit station and walk north on Keele to  Glenlake and then west to 181 Glenlake Ave.,Etobicoke York,181,,GLENLAKE,AVE,,M6P 4B6,"Keele is a shared facility with the <abbr title=""Toronto District School Board"" alt=""Toronto District School Board"">TDSB</abbr> - we offer a wide variety of programming, including daytime, evening and weekend recreational opportunities for all age groups."
85,85,MAIN SQUARE COMMUNITY CENTRE,crc,Fully Accessible,Main St & Stephenson Ave,Travel to Main Street Station.  Exit the station and walk south to 245 Main Street.,Toronto East York,245,,MAIN,ST,,M4C 5T3,"This 3 level facility houses a 25 metre pool, two multipurpose areas, a kitchen, and a small weight room. We have lockers, showers and change rooms on the third floor. We offer a wide range of programming for all ages."
86,86,DOVERCOURT PARK,park,,Bartlett Ave & Fernbank Ave,,Toronto East York,155,,BARTLETT,AVE,,,"A 2.4 hectare park near Dupont Street and Dufferin Street featuring a lit ball diamond, two outdoor tennis courts, a wading pool and two children's playgrounds. Located at the north east corner of the park is the Dovercourt Boys and Girls Club. This facility has street parking around the outskirts of the park."
87,87,DUFFERIN GROVE PARK,park,,,,Toronto East York,875,,DUFFERIN,ST,,,"A 5.3 hectare park on Dufferin Street just south of Bloor Street West with large mature forest canopy. The park features a multipurpose sports field, a basketball court, a picnic area, a wading pool and a children's playground. At the north end of the park is the Dufferin Grove Park Artificial Ice Rink and Clubhouse.<br /><br />
<a href=""http://www1.toronto.ca/wps/portal/contentonly?vgnextoid=56c51cb21219d410VgnVCM10000071d60f89RCRD&vgnextchannel=ec1ad15b2719d410VgnVCM10000071d60f89RCRD"">Visit our Dufferin Grove Park page</a> for more information on programs and activities."
89,49,MASARYK - COWAN COMMUNITY CENTRE,crc,Partially Accessible,Cowan Ave & Melbourne Ave,Travel to Osgoode Station.  Board the 501 Queen and travel to Brock.  Walk west to Cowan and then south to 220 Cowan Ave.,Toronto East York,220,,COWAN,AVE,,M6K 2N6,"Please contact the Masaryk - Cowan Community Centre for more information.
<br><br>
This location is a <a href=""/wps/portal/contentonly?vgnextoid=aaafdada600f0410VgnVCM10000071d60f89RCRD&vgnextchannel=a96adada600f0410VgnVCM10000071d60f89RCRD#location"">community centre where programs are free</a>."
92,92,Dundas - St. Clarens Parkette,park,,,,Toronto East York,1717,,DUNDAS,ST,W,,
93,93,HURON STREET PLAYGROUND,park,,Huron St & Lowther Ave,,Toronto East York,495,,HURON,ST,,,
94,94,HURON - WASHINGTON PARKETTE,park,,Huron St & Washington Ave,,Toronto East York,420,,HURON,ST,,,
95,95,FIONA NELSON PARKETTE,park,,Imperial St & Duplex Ave,,Toronto East York,45,,IMPERIAL,ST,,,
96,96,MAURICE CODY COMMUNITY CENTRE,crc,Partially Accessible,,Travel to Davisville Station.  Board the 11 Bayview and travel to Cleveland.  Walk north to 181 Cleveland St.,Toronto East York,181,,CLEVELAND,ST,,M4S 3C1,"Attached to the Toronto District School Board school called Maurice Cody Public School, Maurice Cody Community Centre offers programs and activities for residents of all ages. Recreation staff are available in the office who can provide program registration and information about events in the facility, satellite locations and the community."
97,97,IRENE AVENUE PARKETTE,park,,Shaw St & Bloor St W,,Toronto East York,760,,SHAW,ST,,,
99,99,ISABELLA VALANCY CRAWFORD PARK,park,,Front St W & John St,,Toronto East York,299,,FRONT,ST,W,,
100,60,MARY MCCORMICK RECREATION CENTRE,crc,Partially Accessible,,Travel to St. Patrick station.  Board the 505 Dundas and travel to Sheridan.  Walk southto 66 Sheridan Ave.,Toronto East York,66,,SHERIDAN,AVE,,M6K 2G9,"Mary McCormick Recreation Centre has a fully stocked fitness facility with cardio, free weights, and Nautilus equipment. A 25 <abbr title=""Yards"" alt=""Yards"">yd</abbr>  warm water pool with viewing gallery, large gymnasium, fitness, dance and yoga studios. The centre also includes two large preschool rooms, youth and older adult lounges."
101,101,JAMES CANNING GARDENS,park,,Gloucester St & Yonge St,,Toronto East York,15,,GLOUCESTER,ST,,,
102,102,PAUL KANE HOUSE PARKETTE,park,,,,Toronto East York,56,,WELLESLEY,ST,E,,"An attractive formal parkette with seasonal flower beds and flowering red horse chestnut trees. A plaque in the centre commemorates Paul Kane, a prominent 19th century Toronto artist whose former home lies off the park."
